accuracy,loss,val_accuracy,val_loss
0.0,0.7813859581947327,0.019801979884505272,0.6389639973640442
0.0,0.6369311809539795,0.019801979884505272,0.6015506982803345
0.0,0.6327064037322998,0.019801979884505272,0.5891227126121521
0.0,0.6097421050071716,0.019801979884505272,0.5851958394050598
0.0,0.6145147085189819,0.019801979884505272,0.5931817293167114
0.0,0.6060011982917786,0.019801979884505272,0.5773476362228394
0.0,0.6025699973106384,0.019801979884505272,0.5717654228210449
0.0,0.5971208810806274,0.019801979884505272,0.5785043239593506
0.0,0.60194993019104,0.019801979884505272,0.5683367848396301
0.0,0.5878999829292297,0.019801979884505272,0.5701156258583069
0.0,0.5923514366149902,0.019801979884505272,0.569050133228302
0.0,0.5912883877754211,0.019801979884505272,0.5694519281387329
0.0,0.586954653263092,0.019801979884505272,0.5623738765716553
0.0,0.5873551964759827,0.019801979884505272,0.5604233145713806
0.0,0.5883515477180481,0.019801979884505272,0.5584560632705688
0.0,0.5853452682495117,0.019801979884505272,0.5580018758773804
0.0,0.5816752910614014,0.019801979884505272,0.5564329028129578
0.0,0.5923138856887817,0.019801979884505272,0.5578619241714478
0.0,0.5812584161758423,0.019801979884505272,0.5599775314331055
0.0,0.5785085558891296,0.019801979884505272,0.5571140050888062
0.0,0.5795096755027771,0.019801979884505272,0.554475724697113
0.0,0.5770846009254456,0.019801979884505272,0.5516284108161926
0.0,0.5760615468025208,0.019801979884505272,0.5552494525909424
0.0,0.5780715346336365,0.019801979884505272,0.5673927664756775
0.0,0.5807093977928162,0.019801979884505272,0.5567692518234253
0.0,0.5780869722366333,0.019801979884505272,0.5568636059761047
0.0,0.57943195104599,0.019801979884505272,0.558673083782196
0.0,0.575850784778595,0.019801979884505272,0.5533585548400879
0.0,0.5738195180892944,0.019801979884505272,0.5530927181243896
0.0,0.5709150433540344,0.019801979884505272,0.5516446828842163
0.0,0.5740553140640259,0.019801979884505272,0.5526283979415894
0.0,0.5746093988418579,0.019801979884505272,0.5608581304550171
0.0,0.576386570930481,0.019801979884505272,0.5524048805236816
0.0,0.572468101978302,0.019801979884505272,0.5525128245353699
0.0,0.5722703337669373,0.019801979884505272,0.5518307089805603
0.0,0.5739562511444092,0.019801979884505272,0.554097056388855
0.0,0.5755741596221924,0.019801979884505272,0.552693784236908
0.0,0.5718880295753479,0.019801979884505272,0.5514399409294128
0.0,0.5714951157569885,0.019801979884505272,0.5544271469116211
0.0,0.5719205737113953,0.019801979884505272,0.55544513463974
0.0,0.5747566223144531,0.019801979884505272,0.5640884041786194
0.0,0.5821713805198669,0.019801979884505272,0.5575866103172302
0.0,0.5767300724983215,0.019801979884505272,0.5545186400413513
0.0,0.5793116092681885,0.019801979884505272,0.5522260665893555
0.0,0.5780342221260071,0.019801979884505272,0.5568784475326538
0.0,0.5808460712432861,0.019801979884505272,0.5597370862960815
0.0,0.5766136050224304,0.019801979884505272,0.556368887424469
0.0,0.5762031674385071,0.019801979884505272,0.5557295680046082
0.0,0.5739527940750122,0.019801979884505272,0.5545504093170166
0.0,0.5710353255271912,0.019801979884505272,0.5548214912414551
0.0,0.5714734196662903,0.019801979884505272,0.5527132749557495
0.0,0.5717098116874695,0.019801979884505272,0.5519015789031982
0.0,0.5704233050346375,0.019801979884505272,0.5533496737480164
0.0,0.5707148313522339,0.019801979884505272,0.5507834553718567
0.0,0.5706643462181091,0.019801979884505272,0.5506541728973389
0.0,0.5707942843437195,0.019801979884505272,0.5524687170982361
0.0,0.5722842812538147,0.019801979884505272,0.5512887835502625
0.0,0.5748021006584167,0.019801979884505272,0.5514099597930908
0.0,0.5724366903305054,0.019801979884505272,0.5505023002624512
0.0,0.5708726048469543,0.019801979884505272,0.5500281453132629
0.0,0.5708131194114685,0.019801979884505272,0.5497635006904602
0.0,0.5709797739982605,0.019801979884505272,0.5509791374206543
0.0,0.5722092986106873,0.019801979884505272,0.552035927772522
0.0,0.5719084739685059,0.019801979884505272,0.5533554553985596
0.0,0.5692439675331116,0.019801979884505272,0.5498260259628296
0.0,0.5699242353439331,0.019801979884505272,0.5505566000938416
0.0,0.5695515275001526,0.019801979884505272,0.5495284795761108
0.0,0.5717242360115051,0.019801979884505272,0.5491033792495728
0.0,0.572287917137146,0.019801979884505272,0.5509492754936218
0.0,0.571643590927124,0.019801979884505272,0.5507403612136841
0.0,0.5693493485450745,0.019801979884505272,0.5500643253326416
0.0,0.570909857749939,0.019801979884505272,0.5497555732727051
0.0,0.5724223852157593,0.019801979884505272,0.5502943396568298
0.0,0.5710905194282532,0.019801979884505272,0.5520119071006775
0.0,0.5706000328063965,0.019801979884505272,0.5520427823066711
0.0,0.5714550614356995,0.019801979884505272,0.5514509081840515
0.0,0.5705342292785645,0.019801979884505272,0.5525046586990356
0.0,0.5741093754768372,0.019801979884505272,0.5499171018600464
0.0,0.5700000524520874,0.019801979884505272,0.5504089593887329
0.0,0.5708463788032532,0.019801979884505272,0.5491292476654053
0.0,0.5712161660194397,0.019801979884505272,0.549343466758728
0.0,0.5694134831428528,0.019801979884505272,0.5489442944526672
0.0,0.5696466565132141,0.019801979884505272,0.5489192008972168
0.0,0.5689716339111328,0.019801979884505272,0.5482270121574402
0.0,0.5697858333587646,0.019801979884505272,0.5544919967651367
0.0,0.5711839199066162,0.019801979884505272,0.5492073893547058
0.0,0.5690733194351196,0.019801979884505272,0.5487322807312012
0.0,0.5718509554862976,0.019801979884505272,0.5514301657676697
0.0,0.5696327686309814,0.019801979884505272,0.5481518507003784
0.0,0.5707999467849731,0.019801979884505272,0.5489229559898376
0.0,0.5675226449966431,0.019801979884505272,0.5485196709632874
0.0,0.5709453821182251,0.019801979884505272,0.5486772060394287
0.0,0.5690739750862122,0.019801979884505272,0.5508654713630676
0.0,0.5685086846351624,0.019801979884505272,0.548261284828186
0.0,0.5674063563346863,0.019801979884505272,0.5482884049415588
0.0,0.5686134696006775,0.019801979884505272,0.5479776859283447
0.0,0.5685261487960815,0.019801979884505272,0.550881028175354
