accuracy,loss,val_accuracy,val_loss
0.0032786885276436806,0.7183073163032532,0.009803921915590763,0.614855945110321
0.0032786885276436806,0.6410140991210938,0.009803921915590763,0.599482536315918
0.0032786885276436806,0.614745557308197,0.009803921915590763,0.5947396755218506
0.0032786885276436806,0.6024695634841919,0.009803921915590763,0.5816733241081238
0.0032786885276436806,0.5950960516929626,0.009803921915590763,0.5740100741386414
0.0032786885276436806,0.5945399403572083,0.009803921915590763,0.5880454182624817
0.0032786885276436806,0.590419352054596,0.009803921915590763,0.56864994764328
0.0032786885276436806,0.5845611095428467,0.009803921915590763,0.5715216994285583
0.0032786885276436806,0.5847699642181396,0.009803921915590763,0.5789170861244202
0.0032786885276436806,0.582836389541626,0.009803921915590763,0.5680086016654968
0.0032786885276436806,0.5793650150299072,0.009803921915590763,0.5652698874473572
0.0032786885276436806,0.5774949789047241,0.009803921915590763,0.5769512057304382
0.0032786885276436806,0.5846489071846008,0.009803921915590763,0.5708552598953247
0.0032786885276436806,0.5813837051391602,0.009803921915590763,0.5754443407058716
0.0032786885276436806,0.5761703848838806,0.009803921915590763,0.567611038684845
0.0032786885276436806,0.5730782151222229,0.009803921915590763,0.5634759068489075
0.0032786885276436806,0.5730259418487549,0.009803921915590763,0.5662103295326233
0.0032786885276436806,0.5742181539535522,0.009803921915590763,0.5623108148574829
0.0032786885276436806,0.5705628395080566,0.009803921915590763,0.5648961663246155
0.0032786885276436806,0.5704829692840576,0.009803921915590763,0.568065881729126
0.0032786885276436806,0.5706137418746948,0.009803921915590763,0.5610247254371643
0.0032786885276436806,0.5670976042747498,0.009803921915590763,0.5618524551391602
0.0032786885276436806,0.5672968029975891,0.009803921915590763,0.5609045028686523
0.0032786885276436806,0.5674723386764526,0.009803921915590763,0.5605160593986511
0.0032786885276436806,0.5662462115287781,0.009803921915590763,0.5636580586433411
0.0032786885276436806,0.5682289600372314,0.009803921915590763,0.5602224469184875
0.0032786885276436806,0.5662707686424255,0.009803921915590763,0.5634130835533142
0.0032786885276436806,0.5707803964614868,0.009803921915590763,0.5606845021247864
0.0032786885276436806,0.5677409768104553,0.009803921915590763,0.5639978051185608
0.0032786885276436806,0.5665590763092041,0.009803921915590763,0.5618307590484619
0.0032786885276436806,0.5663663148880005,0.009803921915590763,0.5618362426757812
0.0032786885276436806,0.5650891661643982,0.009803921915590763,0.5601481795310974
0.0032786885276436806,0.5640421509742737,0.009803921915590763,0.5626998543739319
